year,source_period,geography,european_group,group_type,european_subregion,hierarchy_level,population,margin_of_error,unit,measure_scope,historical_comparability,standard_variable,parent_label,source_label,table_id,table,crosswalk_id,publication,official_source_url,source_file,verification_status,notes
2020,2016-2020,Bergen County,Belarus,country_or_area,Eastern Europe,2,1136,299,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe_belarus,Europe > Eastern Europe,Estimate!!Total:!!Europe:!!Eastern Europe:!!Belarus,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-032,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=299; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Bosnia and Herzegovina,country_or_area,Eastern Europe,2,219,156,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe_bosnia_and_herzegovina,Europe > Eastern Europe,Estimate!!Total:!!Europe:!!Eastern Europe:!!Bosnia and Herzegovina,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-033,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=156; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Bulgaria,country_or_area,Eastern Europe,2,539,173,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe_bulgaria,Europe > Eastern Europe,Estimate!!Total:!!Europe:!!Eastern Europe:!!Bulgaria,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-034,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=173; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Croatia,country_or_area,Eastern Europe,2,1042,291,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe_croatia,Europe > Eastern Europe,Estimate!!Total:!!Europe:!!Eastern Europe:!!Croatia,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-035,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=291; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Czechoslovakia (includes Czech Republic and Slovakia),legacy_multi_country_area,Eastern Europe,2,740,229,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe_czechoslovakia_includes_czech_republic_and_slovakia,Europe > Eastern Europe,Estimate!!Total:!!Europe:!!Eastern Europe:!!Czechoslovakia (includes Czech Republic and Slovakia),B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-036,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=229; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Hungary,country_or_area,Eastern Europe,2,618,221,persons,foreign_born_population,unknown,foreign_born_country_of_birth_hungary,Europe > Eastern Europe,Estimate!!Total:!!Europe:!!Eastern Europe:!!Hungary,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-037,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=221; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Latvia,country_or_area,Eastern Europe,2,233,123,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe_latvia,Europe > Eastern Europe,Estimate!!Total:!!Europe:!!Eastern Europe:!!Latvia,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-038,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=123; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Lithuania,country_or_area,Eastern Europe,2,132,75,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe_lithuania,Europe > Eastern Europe,Estimate!!Total:!!Europe:!!Eastern Europe:!!Lithuania,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-039,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=75; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Moldova,country_or_area,Eastern Europe,2,481,188,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe_moldova,Europe > Eastern Europe,Estimate!!Total:!!Europe:!!Eastern Europe:!!Moldova,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-040,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=188; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,North Macedonia (Macedonia),country_or_area,Eastern Europe,2,1456,357,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe_north_macedonia_macedonia,Europe > Eastern Europe,Estimate!!Total:!!Europe:!!Eastern Europe:!!North Macedonia (Macedonia),B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-199,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=357; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Poland,country_or_area,Eastern Europe,2,12715,1428,persons,foreign_born_population,unknown,foreign_born_country_of_birth_poland,Europe > Eastern Europe,Estimate!!Total:!!Europe:!!Eastern Europe:!!Poland,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-041,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=1428; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Romania,country_or_area,Eastern Europe,2,1456,412,persons,foreign_born_population,unknown,foreign_born_country_of_birth_romania,Europe > Eastern Europe,Estimate!!Total:!!Europe:!!Eastern Europe:!!Romania,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-042,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=412; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Russia,country_or_area,Eastern Europe,2,4793,749,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe_russia,Europe > Eastern Europe,Estimate!!Total:!!Europe:!!Eastern Europe:!!Russia,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-043,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=749; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Serbia,country_or_area,Eastern Europe,2,309,176,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe_serbia,Europe > Eastern Europe,Estimate!!Total:!!Europe:!!Eastern Europe:!!Serbia,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-200,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=176; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Ukraine,country_or_area,Eastern Europe,2,4641,841,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe_ukraine,Europe > Eastern Europe,Estimate!!Total:!!Europe:!!Eastern Europe:!!Ukraine,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-044,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=841; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Other Eastern Europe,residual_category,Eastern Europe,2,3018,640,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe_other_eastern_europe,Europe > Eastern Europe,Estimate!!Total:!!Europe:!!Eastern Europe:!!Other Eastern Europe,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-045,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=640; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,"Europe, n.e.c.",residual_category,,1,136,105,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_europe_n_e_c,Europe,"Estimate!!Total:!!Europe:!!Europe, n.e.c.",B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-046,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=105; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
